Code Domaine,Domaine,Code zone (FAO),Zone,Code ?l?ment,?l?ment,Code Produit,Produit,Code ann?e,Ann?e,Unit?,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2014-)","129","Madagascar","511","Population totale","2501","Population","2017","2017","1000 personnes","25571","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","129","Madagascar","511","Population totale","2501","Population","2018","2018","1000 personnes","26262","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","131","Malaisie","511","Population totale","2501","Population","2017","2017","1000 personnes","31105","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","131","Malaisie","511","Population totale","2501","Population","2018","2018","1000 personnes","31528","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","130","Malawi","511","Population totale","2501","Population","2017","2017","1000 personnes","17670","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","130","Malawi","511","Population totale","2501","Population","2018","2018","1000 personnes","18143","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","132","Maldives","511","Population totale","2501","Population","2017","2017","1000 personnes","496","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","132","Maldives","511","Population totale","2501","Population","2018","2018","1000 personnes","516","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","133","Mali","511","Population totale","2501","Population","2017","2017","1000 personnes","18512","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","133","Mali","511","Population totale","2501","Population","2018","2018","1000 personnes","19078","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","134","Malte","511","Population totale","2501","Population","2017","2017","1000 personnes","438","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","134","Malte","511","Population totale","2501","Population","2018","2018","1000 personnes","439","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","143","Maroc","511","Population totale","2501","Population","2017","2017","1000 personnes","35581","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","143","Maroc","511","Population totale","2501","Population","2018","2018","1000 personnes","36029","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","137","Maurice","511","Population totale","2501","Population","2017","2017","1000 personnes","1264","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","137","Maurice","511","Population totale","2501","Population","2018","2018","1000 personnes","1267","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","136","Mauritanie","511","Population totale","2501","Population","2017","2017","1000 personnes","4283","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","136","Mauritanie","511","Population totale","2501","Population","2018","2018","1000 personnes","4403","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","138","Mexique","511","Population totale","2501","Population","2017","2017","1000 personnes","124777","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","138","Mexique","511","Population totale","2501","Population","2018","2018","1000 personnes","126191","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","141","Mongolie","511","Population totale","2501","Population","2017","2017","1000 personnes","3114","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","141","Mongolie","511","Population totale","2501","Population","2018","2018","1000 personnes","3170","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","273","Mont?n?gro","511","Population totale","2501","Population","2017","2017","1000 personnes","628","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","273","Mont?n?gro","511","Population totale","2501","Population","2018","2018","1000 personnes","628","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","144","Mozambique","511","Population totale","2501","Population","2017","2017","1000 personnes","28649","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","144","Mozambique","511","Population totale","2501","Population","2018","2018","1000 personnes","29496","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","28","Myanmar","511","Population totale","2501","Population","2017","2017","1000 personnes","53383","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","28","Myanmar","511","Population totale","2501","Population","2018","2018","1000 personnes","53708","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","147","Namibie","511","Population totale","2501","Population","2017","2017","1000 personnes","2403","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","147","Namibie","511","Population totale","2501","Population","2018","2018","1000 personnes","2448","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","149","N?pal","511","Population totale","2501","Population","2017","2017","1000 personnes","27633","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","149","N?pal","511","Population totale","2501","Population","2018","2018","1000 personnes","28096","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","157","Nicaragua","511","Population totale","2501","Population","2017","2017","1000 personnes","6385","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","157","Nicaragua","511","Population totale","2501","Population","2018","2018","1000 personnes","6466","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","158","Niger","511","Population totale","2501","Population","2017","2017","1000 personnes","21602","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","158","Niger","511","Population totale","2501","Population","2018","2018","1000 personnes","22443","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","159","Nig?ria","511","Population totale","2501","Population","2017","2017","1000 personnes","190873","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","159","Nig?ria","511","Population totale","2501","Population","2018","2018","1000 personnes","195875","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","162","Norv?ge","511","Population totale","2501","Population","2017","2017","1000 personnes","5296","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","162","Norv?ge","511","Population totale","2501","Population","2018","2018","1000 personnes","5338","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","153","Nouvelle-Cal?donie","511","Population totale","2501","Population","2017","2017","1000 personnes","277","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","153","Nouvelle-Cal?donie","511","Population totale","2501","Population","2018","2018","1000 personnes","280","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","156","Nouvelle-Z?lande","511","Population totale","2501","Population","2017","2017","1000 personnes","4702","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","156","Nouvelle-Z?lande","511","Population totale","2501","Population","2018","2018","1000 personnes","4743","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","221","Oman","511","Population totale","2501","Population","2017","2017","1000 personnes","4666","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","221","Oman","511","Population totale","2501","Population","2018","2018","1000 personnes","4829","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","226","Ouganda","511","Population totale","2501","Population","2017","2017","1000 personnes","41167","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","226","Ouganda","511","Population totale","2501","Population","2018","2018","1000 personnes","42729","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","235","Ouzb?kistan","511","Population totale","2501","Population","2017","2017","1000 personnes","31960","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","235","Ouzb?kistan","511","Population totale","2501","Population","2018","2018","1000 personnes","32476","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","165","Pakistan","511","Population totale","2501","Population","2017","2017","1000 personnes","207906","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","165","Pakistan","511","Population totale","2501","Population","2018","2018","1000 personnes","212228","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","166","Panama","511","Population totale","2501","Population","2017","2017","1000 personnes","4107","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","166","Panama","511","Population totale","2501","Population","2018","2018","1000 personnes","4177","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","168","Papouasie-Nouvelle-Guin?e","511","Population totale","2501","Population","2017","2017","1000 personnes","8438","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","168","Papouasie-Nouvelle-Guin?e","511","Population totale","2501","Population","2018","2018","1000 personnes","8606","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","169","Paraguay","511","Population totale","2501","Population","2017","2017","1000 personnes","6867","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","169","Paraguay","511","Population totale","2501","Population","2018","2018","1000 personnes","6956","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","150","Pays-Bas","511","Population totale","2501","Population","2017","2017","1000 personnes","17021","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","150","Pays-Bas","511","Population totale","2501","Population","2018","2018","1000 personnes","17060","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","170","P?rou","511","Population totale","2501","Population","2017","2017","1000 personnes","31444","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","170","P?rou","511","Population totale","2501","Population","2018","2018","1000 personnes","31989","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","171","Philippines","511","Population totale","2501","Population","2017","2017","1000 personnes","105173","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","171","Philippines","511","Population totale","2501","Population","2018","2018","1000 personnes","106651","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","173","Pologne","511","Population totale","2501","Population","2017","2017","1000 personnes","37953","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","173","Pologne","511","Population totale","2501","Population","2018","2018","1000 personnes","37922","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","70","Polyn?sie fran?aise","511","Population totale","2501","Population","2017","2017","1000 personnes","276","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","70","Polyn?sie fran?aise","511","Population totale","2501","Population","2018","2018","1000 personnes","278","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","174","Portugal","511","Population totale","2501","Population","2017","2017","1000 personnes","10289","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","174","Portugal","511","Population totale","2501","Population","2018","2018","1000 personnes","10256","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","37","R?publique centrafricaine","511","Population totale","2501","Population","2017","2017","1000 personnes","4596","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","37","R?publique centrafricaine","511","Population totale","2501","Population","2018","2018","1000 personnes","4666","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","117","R?publique de Cor?e","511","Population totale","2501","Population","2017","2017","1000 personnes","51096","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","117","R?publique de Cor?e","511","Population totale","2501","Population","2018","2018","1000 personnes","51172","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","146","R?publique de Moldova","511","Population totale","2501","Population","2017","2017","1000 personnes","4060","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","146","R?publique de Moldova","511","Population totale","2501","Population","2018","2018","1000 personnes","4052","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","120","R?publique d?mocratique populaire lao","511","Population totale","2501","Population","2017","2017","1000 personnes","6953","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","120","R?publique d?mocratique populaire lao","511","Population totale","2501","Population","2018","2018","1000 personnes","7062","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","56","R?publique dominicaine","511","Population totale","2501","Population","2017","2017","1000 personnes","10513","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","56","R?publique dominicaine","511","Population totale","2501","Population","2018","2018","1000 personnes","10627","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","116","R?publique populaire d?mocratique de Cor?e","511","Population totale","2501","Population","2017","2017","1000 personnes","25430","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","116","R?publique populaire d?mocratique de Cor?e","511","Population totale","2501","Population","2018","2018","1000 personnes","25550","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","215","R?publique-Unie de Tanzanie","511","Population totale","2501","Population","2017","2017","1000 personnes","54660","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","215","R?publique-Unie de Tanzanie","511","Population totale","2501","Population","2018","2018","1000 personnes","56313","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","183","Roumanie","511","Population totale","2501","Population","2017","2017","1000 personnes","19654","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","183","Roumanie","511","Population totale","2501","Population","2018","2018","1000 personnes","19506","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","511","Population totale","2501","Population","2017","2017","1000 personnes","66727","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","511","Population totale","2501","Population","2018","2018","1000 personnes","67142","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","184","Rwanda","511","Population totale","2501","Population","2017","2017","1000 personnes","11981","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","184","Rwanda","511","Population totale","2501","Population","2018","2018","1000 personnes","12302","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","189","Sainte-Lucie","511","Population totale","2501","Population","2017","2017","1000 personnes","181","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","189","Sainte-Lucie","511","Population totale","2501","Population","2018","2018","1000 personnes","182","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","188","Saint-Kitts-et-Nevis","511","Population totale","2501","Population","2017","2017","1000 personnes","52","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","188","Saint-Kitts-et-Nevis","511","Population totale","2501","Population","2018","2018","1000 personnes","52","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","191","Saint-Vincent-et-les Grenadines","511","Population totale","2501","Population","2017","2017","1000 personnes","110","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","191","Saint-Vincent-et-les Grenadines","511","Population totale","2501","Population","2018","2018","1000 personnes","110","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","244","Samoa","511","Population totale","2501","Population","2017","2017","1000 personnes","195","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","244","Samoa","511","Population totale","2501","Population","2018","2018","1000 personnes","196","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","193","Sao Tom?-et-Principe","511","Population totale","2501","Population","2017","2017","1000 personnes","207","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","193","Sao Tom?-et-Principe","511","Population totale","2501","Population","2018","2018","1000 personnes","211","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","195","S?n?gal","511","Population totale","2501","Population","2017","2017","1000 personnes","15419","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","195","S?n?gal","511","Population totale","2501","Population","2018","2018","1000 personnes","15854","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","272","Serbie","511","Population totale","2501","Population","2017","2017","1000 personnes","8830","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","272","Serbie","511","Population totale","2501","Population","2018","2018","1000 personnes","8803","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","197","Sierra Leone","511","Population totale","2501","Population","2017","2017","1000 personnes","7488","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","197","Sierra Leone","511","Population totale","2501","Population","2018","2018","1000 personnes","7650","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","199","Slovaquie","511","Population totale","2501","Population","2017","2017","1000 personnes","5448","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","199","Slovaquie","511","Population totale","2501","Population","2018","2018","1000 personnes","5453","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","198","Slov?nie","511","Population totale","2501","Population","2017","2017","1000 personnes","2076","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","198","Slov?nie","511","Population totale","2501","Population","2018","2018","1000 personnes","2078","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","276","Soudan","511","Population totale","2501","Population","2017","2017","1000 personnes","40813","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","276","Soudan","511","Population totale","2501","Population","2018","2018","1000 personnes","41802","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","38","Sri Lanka","511","Population totale","2501","Population","2017","2017","1000 personnes","21128","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","38","Sri Lanka","511","Population totale","2501","Population","2018","2018","1000 personnes","21229","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","210","Su?de","511","Population totale","2501","Population","2017","2017","1000 personnes","9905","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","210","Su?de","511","Population totale","2501","Population","2018","2018","1000 personnes","9972","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","211","Suisse","511","Population totale","2501","Population","2017","2017","1000 personnes","8456","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","211","Suisse","511","Population totale","2501","Population","2018","2018","1000 personnes","8526","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","207","Suriname","511","Population totale","2501","Population","2017","2017","1000 personnes","570","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","207","Suriname","511","Population totale","2501","Population","2018","2018","1000 personnes","576","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","208","Tadjikistan","511","Population totale","2501","Population","2017","2017","1000 personnes","8880","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","208","Tadjikistan","511","Population totale","2501","Population","2018","2018","1000 personnes","9101","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","39","Tchad","511","Population totale","2501","Population","2017","2017","1000 personnes","15017","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","39","Tchad","511","Population totale","2501","Population","2018","2018","1000 personnes","15478","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","167","Tch?quie","511","Population totale","2501","Population","2017","2017","1000 personnes","10641","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","167","Tch?quie","511","Population totale","2501","Population","2018","2018","1000 personnes","10666","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","216","Tha?lande","511","Population totale","2501","Population","2017","2017","1000 personnes","69210","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","216","Tha?lande","511","Population totale","2501","Population","2018","2018","1000 personnes","69428","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","176","Timor-Leste","511","Population totale","2501","Population","2017","2017","1000 personnes","1243","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","176","Timor-Leste","511","Population totale","2501","Population","2018","2018","1000 personnes","1268","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","217","Togo","511","Population totale","2501","Population","2017","2017","1000 personnes","7698","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","217","Togo","511","Population totale","2501","Population","2018","2018","1000 personnes","7889","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","220","Trinit?-et-Tobago","511","Population totale","2501","Population","2017","2017","1000 personnes","1384","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","220","Trinit?-et-Tobago","511","Population totale","2501","Population","2018","2018","1000 personnes","1390","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","222","Tunisie","511","Population totale","2501","Population","2017","2017","1000 personnes","11433","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","222","Tunisie","511","Population totale","2501","Population","2018","2018","1000 personnes","11565","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","213","Turkm?nistan","511","Population totale","2501","Population","2017","2017","1000 personnes","5758","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","213","Turkm?nistan","511","Population totale","2501","Population","2018","2018","1000 personnes","5851","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","223","Turquie","511","Population totale","2501","Population","2017","2017","1000 personnes","81116","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","223","Turquie","511","Population totale","2501","Population","2018","2018","1000 personnes","82340","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","230","Ukraine","511","Population totale","2501","Population","2017","2017","1000 personnes","44488","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","230","Ukraine","511","Population totale","2501","Population","2018","2018","1000 personnes","44246","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","234","Uruguay","511","Population totale","2501","Population","2017","2017","1000 personnes","3437","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","234","Uruguay","511","Population totale","2501","Population","2018","2018","1000 personnes","3449","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","155","Vanuatu","511","Population totale","2501","Population","2017","2017","1000 personnes","286","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","155","Vanuatu","511","Population totale","2501","Population","2018","2018","1000 personnes","293","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","236","Venezuela (R?publique bolivarienne du)","511","Population totale","2501","Population","2017","2017","1000 personnes","29402","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","236","Venezuela (R?publique bolivarienne du)","511","Population totale","2501","Population","2018","2018","1000 personnes","28887","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","237","Viet Nam","511","Population totale","2501","Population","2017","2017","1000 personnes","94601","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","237","Viet Nam","511","Population totale","2501","Population","2018","2018","1000 personnes","95546","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","249","Y?men","511","Population totale","2501","Population","2017","2017","1000 personnes","27835","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","249","Y?men","511","Population totale","2501","Population","2018","2018","1000 personnes","28499","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","251","Zambie","511","Population totale","2501","Population","2017","2017","1000 personnes","16854","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","251","Zambie","511","Population totale","2501","Population","2018","2018","1000 personnes","17352","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","181","Zimbabwe","511","Population totale","2501","Population","2017","2017","1000 personnes","14237","*","Chiffre non officiel"
"FBS","Bilans Alimentaires (2014-)","181","Zimbabwe","511","Population totale","2501","Population","2018","2018","1000 personnes","14439","*","Chiffre non officiel"
